timestamp,source_ip,destination_ip,protocol,bytes_sent,bytes_received,duration,destination_type,port,file_type,direction,is_malicious
2025-03-30 06:23:22,172.28.139.103,23.5.145.125,TCP,77162,279,157.92,external,25,zip,upload,1
2025-01-13 01:02:15,10.69.175.178,217.181.106.151,UDP,78507,477,49.78,external,22,zip,upload,1
2025-02-06 02:21:37,190.124.211.155,71.138.209.232,TCP,89292,246,44.04,external,3306,zip,upload,1
2025-02-15 18:46:43,57.50.117.253,172.22.162.194,TCP,4426,185,6.31,internal,22,pdf,download,0
2025-04-15 10:12:14,10.189.204.144,106.228.143.0,ICMP,84136,18,178.31,external,22,zip,upload,1
2025-03-18 20:25:10,192.168.41.179,10.254.142.231,TCP,4427,342,5.33,internal,25,xlsx,download,0
2025-03-27 03:01:35,10.224.206.76,192.168.3.238,UDP,682,399,5.43,internal,3306,zip,download,0
2025-01-19 23:33:50,10.162.209.176,105.69.36.221,TCP,26702,280,33.36,external,22,zip,upload,1
2025-02-16 09:43:57,192.168.124.112,23.198.119.87,UDP,19118,138,127.08,external,22,zip,upload,1
2025-01-04 17:50:55,12.241.77.90,10.41.104.175,UDP,1384,2916,1.11,internal,25,pdf,download,0
2025-01-21 15:27:26,10.138.151.122,192.168.119.156,UDP,1896,1508,2.28,internal,443,pdf,download,0
2025-01-03 14:17:36,42.173.206.11,86.80.150.125,UDP,45922,340,108.28,external,80,zip,upload,1
2025-04-06 02:57:07,172.23.84.126,7.204.80.62,TCP,50414,234,30.04,external,22,zip,upload,1
2025-01-31 19:43:09,10.196.24.54,10.150.100.121,ICMP,4117,499,5.27,internal,22,docx,upload,0
2025-03-28 08:36:49,10.166.209.28,10.200.15.192,ICMP,3091,1604,2.12,internal,25,zip,upload,0
2025-02-04 01:08:15,192.168.36.242,172.25.183.134,ICMP,1977,2719,2.97,internal,80,exe,download,0
2025-01-19 10:47:33,73.160.0.103,172.21.114.106,ICMP,2406,2929,1.88,internal,21,zip,download,0
2025-01-05 23:00:05,172.24.96.13,172.28.33.73,TCP,699,154,3.97,internal,8080,zip,download,0
2025-04-30 09:21:48,102.194.155.180,10.15.244.77,TCP,4834,1195,7.52,internal,22,xlsx,upload,0
2025-02-18 01:22:46,10.122.174.75,17.180.201.49,ICMP,31627,44,86.78,external,80,zip,upload,1
2025-02-16 09:58:57,192.168.54.84,94.217.209.160,TCP,15270,346,136.79,external,8080,zip,upload,1
2025-01-07 00:13:38,172.20.235.165,211.172.124.161,ICMP,46265,121,38.08,external,443,zip,upload,1
2025-01-23 12:14:26,10.32.238.247,210.210.89.253,UDP,56669,180,107.29,external,3306,zip,upload,1
2025-03-24 20:06:54,119.71.8.191,80.205.117.179,ICMP,11502,316,64.45,external,80,zip,upload,1
2025-01-13 11:18:37,192.168.165.225,35.246.115.231,UDP,2326,2306,8.56,internal,443,docx,download,0
2025-03-17 06:01:17,164.221.4.15,10.56.11.206,ICMP,3295,2451,6.95,internal,443,exe,upload,0
2025-03-19 01:23:38,165.9.189.21,154.44.6.164,TCP,69414,340,142.53,external,3306,zip,upload,1
2025-01-21 19:40:57,192.168.243.25,10.240.208.71,TCP,402,1563,5.37,internal,80,exe,download,0
2025-01-12 11:17:38,10.18.167.32,192.168.55.175,ICMP,2844,2619,2.39,internal,3306,docx,upload,0
2025-01-20 15:03:50,172.25.176.181,192.168.242.15,TCP,1816,986,7.52,internal,22,csv,download,0
2025-01-01 15:17:25,192.168.222.210,122.210.46.231,TCP,23301,336,97.77,external,22,zip,upload,1
2025-02-07 18:24:15,172.20.203.11,119.250.110.193,ICMP,66889,36,164.9,external,21,zip,upload,1
2025-01-06 23:53:38,37.74.243.119,141.102.156.247,ICMP,17094,281,81.71,external,21,zip,upload,1
2025-04-16 08:11:45,192.168.47.169,11.99.60.86,UDP,1284,1710,7.53,internal,22,zip,upload,0
2025-02-14 07:17:07,10.40.216.185,10.213.154.43,TCP,3677,927,4.66,internal,21,zip,download,0
2025-01-09 18:40:47,172.24.105.158,53.126.46.100,ICMP,1235,395,6.69,internal,8080,exe,download,0
2025-04-26 04:55:08,172.28.24.74,172.29.131.108,UDP,4178,211,3.56,internal,25,xlsx,download,0
2025-01-23 00:03:33,11.112.94.174,10.135.15.54,TCP,3855,454,5.98,internal,3306,pdf,download,0
2025-04-05 15:43:24,172.27.43.153,144.117.40.105,TCP,1515,274,9.86,internal,8080,csv,upload,0
2025-04-27 00:10:27,133.164.121.128,31.78.62.13,UDP,51110,51,66.59,external,443,zip,upload,1
2025-02-17 14:35:09,10.205.128.241,48.239.14.110,ICMP,52377,274,169.67,external,25,zip,upload,1
2025-04-30 03:28:15,29.87.107.84,153.137.23.180,UDP,62690,478,85.93,external,22,zip,upload,1
2025-02-02 03:02:39,172.31.175.42,192.168.176.229,TCP,3248,1751,7.72,internal,21,xlsx,upload,0
2025-02-26 21:49:08,172.30.222.115,194.246.223.21,UDP,2472,2561,4.56,internal,25,docx,upload,0
2025-01-12 03:41:15,10.234.235.39,85.183.109.251,ICMP,65333,484,55.35,external,22,zip,upload,1
2025-02-19 17:20:18,10.28.255.221,132.168.1.216,UDP,3162,2477,3.67,internal,8080,exe,download,0
2025-02-21 03:24:35,172.28.217.209,212.186.228.23,UDP,26410,377,22.68,external,25,zip,upload,1
2025-05-01 03:58:17,10.128.37.16,95.206.14.223,TCP,96568,70,49.81,external,80,zip,upload,1
2025-03-29 12:41:45,56.88.39.223,10.18.220.89,TCP,87647,11,26.64,external,25,zip,upload,1
2025-03-17 11:45:04,192.168.166.138,68.184.215.180,TCP,36723,171,57.2,external,8080,zip,upload,1
2025-04-17 17:04:58,192.168.116.255,75.210.195.152,UDP,786,2561,0.76,internal,25,docx,upload,0
2025-04-14 12:48:00,192.168.224.179,128.243.225.20,TCP,68646,369,53.79,external,443,zip,upload,1
2025-05-01 11:18:22,172.20.85.24,73.223.27.199,TCP,58620,260,151.61,external,443,zip,upload,1
2025-03-05 14:45:27,134.158.164.71,172.25.208.29,TCP,1950,2273,9.22,internal,8080,csv,upload,0
2025-01-30 22:00:20,192.168.200.180,82.73.158.90,UDP,48465,156,35.62,external,21,zip,upload,1
2025-02-22 12:58:17,190.98.190.178,187.205.243.233,ICMP,44206,403,125.47,external,3306,zip,upload,1
2025-04-29 13:55:43,172.31.165.133,10.197.92.130,TCP,425,2424,3.61,internal,443,csv,download,0
2025-01-18 14:54:50,192.168.198.159,185.117.207.118,TCP,13645,61,95.02,external,3306,zip,upload,1
2025-02-05 23:21:11,22.125.96.223,90.186.92.103,ICMP,92897,301,127.19,external,8080,zip,upload,1
2025-03-09 04:47:17,192.168.118.251,92.108.145.241,TCP,94227,387,154.77,external,443,zip,upload,1
2025-04-21 09:14:10,216.58.243.200,174.191.50.174,ICMP,47655,63,144.07,external,21,zip,upload,1
2025-03-25 10:23:22,172.30.247.84,172.25.32.114,ICMP,1006,674,1.38,internal,21,pdf,download,0
2025-04-08 22:31:18,172.30.50.121,172.16.84.147,ICMP,802,1825,1.92,internal,443,docx,download,0
2025-01-29 12:38:45,172.25.30.99,95.174.206.124,TCP,34815,482,133.84,external,22,zip,upload,1
2025-01-12 05:58:35,192.168.137.44,202.1.219.82,ICMP,55699,247,38.45,external,80,zip,upload,1
2025-03-28 08:13:33,192.168.219.183,63.216.138.197,TCP,46865,131,72.9,external,443,zip,upload,1
2025-04-07 22:31:31,192.168.161.101,32.147.56.91,ICMP,34066,425,25.11,external,443,zip,upload,1
2025-03-01 09:47:22,192.168.156.61,191.224.45.251,ICMP,536,1813,9.26,internal,8080,pdf,download,0
2025-04-26 16:20:19,51.85.138.109,142.194.57.1,ICMP,85445,284,179.87,external,3306,zip,upload,1
2025-01-29 17:12:46,134.75.12.88,45.130.11.235,ICMP,1609,891,5.56,internal,25,xlsx,download,0
2025-04-13 22:31:07,192.168.18.78,90.196.171.110,TCP,2032,107,1.89,internal,22,exe,upload,0
2025-04-18 05:53:45,77.140.253.166,192.168.71.90,TCP,4246,2658,4.68,internal,22,docx,upload,0
2025-02-07 17:19:00,172.21.34.193,80.165.188.100,TCP,65005,317,146.25,external,25,zip,upload,1
2025-04-07 05:46:15,93.63.99.220,64.64.123.37,ICMP,74337,367,93.93,external,21,zip,upload,1
2025-01-06 08:31:46,41.107.117.56,172.28.212.70,ICMP,1705,1116,8.86,internal,21,zip,upload,0
2025-02-05 09:29:16,210.65.58.71,172.30.54.215,TCP,817,1163,3.45,internal,22,docx,download,0
2025-03-09 05:12:05,10.106.110.25,158.42.209.84,TCP,1475,486,1.94,internal,8080,pdf,download,0
2025-02-24 07:36:04,192.168.171.120,182.4.21.125,ICMP,49861,86,137.81,external,8080,zip,upload,1
2025-02-09 23:20:27,184.33.165.223,10.157.34.179,UDP,311,895,4.17,internal,443,exe,download,0
2025-03-31 10:12:56,172.29.128.181,105.3.224.205,ICMP,3070,2122,7.12,internal,8080,csv,upload,0
2025-04-18 04:32:49,10.150.90.59,124.168.247.8,UDP,37250,256,164.02,external,80,zip,upload,1
2025-01-28 02:22:52,172.21.170.46,10.118.74.147,ICMP,4811,2279,6.41,internal,3306,zip,upload,0
2025-04-18 08:57:12,192.168.19.9,192.168.101.209,UDP,4291,1213,3.54,internal,25,docx,upload,0
2025-03-12 04:07:52,172.29.15.42,10.45.98.85,TCP,1996,698,7.97,internal,8080,docx,upload,0
2025-04-15 02:02:24,172.19.76.164,10.176.67.231,TCP,843,208,7.72,internal,3306,pdf,upload,0
2025-02-26 20:58:27,10.115.87.136,192.168.52.33,TCP,3881,526,9.68,internal,3306,exe,upload,0
2025-03-24 17:48:16,59.203.3.9,10.18.131.27,TCP,1250,1703,6.31,internal,8080,pdf,upload,0
2025-04-22 11:38:14,189.204.28.214,95.247.180.18,UDP,24021,369,121.89,external,80,zip,upload,1
2025-04-29 09:23:08,192.168.219.136,46.147.209.130,TCP,12041,213,72.25,external,22,zip,upload,1
2025-03-10 04:55:26,82.239.54.205,192.168.209.107,UDP,3860,1956,4.06,internal,21,xlsx,download,0
2025-04-15 16:44:48,192.168.67.231,23.145.84.236,UDP,26911,41,88.14,external,8080,zip,upload,1
2025-02-08 18:49:57,10.198.101.78,4.187.93.42,UDP,14629,168,31.37,external,21,zip,upload,1
2025-03-04 01:53:44,172.18.29.103,99.83.197.45,TCP,75210,399,132.03,external,22,zip,upload,1
2025-02-25 09:51:10,10.24.198.74,214.145.19.147,ICMP,31764,398,102.84,external,443,zip,upload,1
2025-02-01 17:14:58,10.43.209.141,99.72.163.211,TCP,829,585,5.82,internal,8080,pdf,upload,0
2025-05-01 06:55:49,192.168.71.146,46.35.184.183,UDP,2841,1152,9.58,internal,3306,pdf,upload,0
2025-02-08 15:06:09,172.20.134.247,125.119.208.217,UDP,3583,1026,2.25,internal,80,csv,download,0
2025-01-05 09:48:00,220.143.16.169,172.25.110.61,ICMP,1063,491,0.52,internal,80,exe,download,0
2025-03-29 22:17:06,10.183.15.253,192.168.223.55,TCP,4466,2030,9.56,internal,80,csv,download,0
2025-02-05 19:20:23,10.224.87.210,192.168.130.193,UDP,4057,2085,6.37,internal,443,csv,upload,0
2025-01-07 18:47:14,172.24.174.152,172.16.147.79,TCP,3411,2500,1.04,internal,21,zip,upload,0
2025-01-16 05:16:02,13.92.104.139,195.40.139.178,UDP,90841,489,116.1,external,3306,zip,upload,1
2025-02-25 14:07:48,10.8.160.16,98.111.173.187,TCP,4046,1900,9.25,internal,8080,csv,download,0
2025-02-24 06:01:22,10.197.255.26,86.210.129.140,UDP,69048,191,44.43,external,8080,zip,upload,1
2025-01-20 15:25:52,172.16.218.48,121.22.126.7,ICMP,35956,74,90.28,external,443,zip,upload,1
2025-01-16 23:05:40,10.246.251.70,16.99.97.240,UDP,1075,959,6.46,internal,80,zip,download,0
2025-01-11 11:43:49,10.50.17.207,192.168.20.173,ICMP,1923,2698,7.38,internal,80,csv,upload,0
2025-01-24 05:56:04,192.168.1.243,35.32.72.231,UDP,3213,188,2.49,internal,80,pdf,download,0
2025-03-26 03:01:03,161.141.187.99,144.194.228.106,UDP,81511,338,105.39,external,443,zip,upload,1
2025-03-01 17:32:30,172.24.201.51,65.187.16.36,ICMP,3353,1292,1.58,internal,443,csv,download,0
2025-01-16 17:15:46,100.35.136.104,192.168.198.25,ICMP,161,1814,5.55,internal,25,zip,upload,0
2025-04-10 11:05:21,213.125.226.68,186.83.75.180,TCP,70629,364,55.17,external,443,zip,upload,1
2025-02-26 18:01:02,172.20.21.165,78.255.120.39,UDP,92597,221,117.92,external,3306,zip,upload,1
2025-01-17 19:43:08,172.30.31.60,52.231.154.139,UDP,26783,403,25.98,external,443,zip,upload,1
2025-04-04 13:26:10,198.74.37.24,88.208.152.248,ICMP,49096,400,120.62,external,22,zip,upload,1
2025-04-25 13:12:44,192.168.150.225,82.113.39.174,UDP,49960,259,65.66,external,22,zip,upload,1
2025-03-17 18:37:14,10.102.75.195,112.181.195.112,UDP,80943,474,134.68,external,21,zip,upload,1
2025-04-11 13:22:38,10.126.162.251,10.218.252.95,TCP,3247,2351,2.24,internal,8080,xlsx,download,0
2025-02-28 07:41:06,192.168.205.247,172.23.31.42,TCP,700,1563,2.63,internal,443,exe,upload,0
2025-01-07 22:02:07,172.28.37.18,192.168.75.213,TCP,777,2556,5.95,internal,80,zip,download,0
2025-03-05 17:04:00,10.194.68.213,81.68.107.50,TCP,57887,357,167.27,external,443,zip,upload,1
2025-01-08 13:04:17,172.19.71.188,63.240.192.79,TCP,50162,303,75.05,external,80,zip,upload,1
2025-03-31 18:52:39,106.161.97.184,172.29.194.247,TCP,4980,2866,0.8,internal,3306,zip,download,0
2025-04-25 01:15:05,172.30.149.237,192.168.87.47,UDP,2468,844,0.91,internal,443,xlsx,download,0
2025-04-12 06:30:38,172.17.170.69,10.126.42.253,ICMP,2792,1055,7.2,internal,21,docx,upload,0
2025-01-18 06:21:33,192.168.57.122,172.19.253.232,TCP,3616,2898,2.84,internal,21,pdf,upload,0
2025-03-11 12:36:50,172.22.3.221,137.142.63.158,ICMP,1510,1212,2.95,internal,22,zip,upload,0
2025-03-21 00:38:40,10.84.85.158,10.129.101.0,ICMP,3675,1380,4.32,internal,8080,docx,upload,0
2025-04-11 18:11:55,10.159.154.195,154.218.181.174,ICMP,1637,2338,0.92,internal,8080,pdf,upload,0
2025-04-28 07:16:26,192.168.203.32,2.153.156.166,TCP,33275,345,104.52,external,443,zip,upload,1
2025-02-06 22:29:06,192.168.35.82,61.234.1.62,ICMP,3196,1968,5.1,internal,3306,docx,upload,0
2025-01-20 22:07:38,10.45.231.203,108.120.20.44,ICMP,15504,34,137.36,external,25,zip,upload,1
2025-04-23 17:12:37,121.202.228.214,152.34.182.216,TCP,11940,157,70.92,external,25,zip,upload,1
2025-02-11 11:27:50,10.246.170.201,199.131.182.29,UDP,22418,175,95.31,external,443,zip,upload,1
2025-03-25 15:30:10,10.21.29.130,137.93.122.74,ICMP,15214,438,151.17,external,3306,zip,upload,1
2025-02-16 20:35:49,172.28.248.48,129.227.239.1,UDP,53755,226,157.06,external,22,zip,upload,1
2025-01-04 16:12:42,144.246.161.83,154.92.197.254,UDP,59935,321,48.61,external,22,zip,upload,1
2025-01-11 02:16:58,172.31.225.43,32.23.242.248,UDP,24540,421,134.62,external,80,zip,upload,1
2025-02-21 14:00:08,208.160.252.79,13.48.118.107,UDP,686,1442,9.61,internal,80,exe,download,0
2025-02-08 15:01:19,10.142.4.43,172.31.131.105,UDP,1477,2748,2.74,internal,21,docx,upload,0
2025-01-30 14:28:07,172.24.152.156,192.168.70.46,UDP,1142,2519,1.04,internal,443,csv,download,0
2025-03-18 14:33:28,43.97.7.58,5.157.24.118,ICMP,384,1040,4.96,internal,8080,csv,upload,0
2025-04-29 18:21:54,172.28.90.116,172.31.214.216,TCP,2970,398,4.98,internal,25,zip,upload,0
2025-02-19 06:14:05,172.24.76.109,10.43.72.119,ICMP,3735,530,6.65,internal,3306,pdf,upload,0
2025-01-31 21:08:35,192.168.84.146,129.66.41.83,TCP,4284,2304,3.91,internal,22,pdf,upload,0
2025-01-04 22:29:50,88.116.217.185,10.69.89.78,ICMP,4403,1401,6.71,internal,8080,xlsx,download,0
2025-02-22 16:49:48,192.168.88.75,10.217.252.44,ICMP,2775,853,1.09,internal,3306,pdf,download,0
2025-03-14 09:33:53,192.168.102.47,10.80.82.121,TCP,559,2714,7.3,internal,22,docx,download,0
2025-03-28 20:18:47,172.22.224.25,180.77.20.118,UDP,92505,296,35.54,external,25,zip,upload,1
2025-03-13 06:21:14,192.168.81.110,90.59.32.84,ICMP,90808,219,145.31,external,8080,zip,upload,1
2025-01-30 20:43:40,192.168.101.147,117.213.114.32,TCP,62511,207,146.4,external,443,zip,upload,1
2025-02-19 13:04:34,172.16.249.30,172.19.196.137,UDP,3166,389,2.28,internal,8080,pdf,upload,0
2025-03-03 00:35:47,10.222.45.95,172.216.61.228,UDP,4368,2497,6.52,internal,80,zip,upload,0
2025-03-12 17:53:53,10.239.18.155,192.168.254.182,UDP,141,754,0.85,internal,25,csv,download,0
2025-01-26 03:31:20,10.79.155.178,96.221.160.175,UDP,21519,258,78.5,external,8080,zip,upload,1
2025-03-10 20:47:25,192.168.128.212,10.225.240.208,UDP,93479,424,118.21,external,21,zip,upload,1
2025-04-16 19:44:30,192.168.74.56,165.242.204.154,UDP,73321,382,149.43,external,25,zip,upload,1
2025-02-15 06:00:16,172.23.122.96,33.211.51.153,UDP,73709,187,176.8,external,22,zip,upload,1
2025-03-19 04:29:22,172.25.200.88,188.90.214.150,TCP,11208,399,48.01,external,25,zip,upload,1
2025-04-16 21:09:04,10.108.177.167,65.110.45.178,TCP,65688,153,152.35,external,3306,zip,upload,1
2025-03-28 07:49:53,195.190.9.145,192.168.53.187,TCP,1497,2160,4.81,internal,22,docx,upload,0
2025-01-08 07:27:56,10.233.174.236,10.133.228.145,UDP,2707,1033,3.98,internal,21,csv,upload,0
2025-04-03 00:59:50,172.20.127.19,172.25.0.223,TCP,2789,2595,1.51,internal,25,docx,upload,0
2025-01-31 14:39:13,205.238.168.20,192.168.242.106,UDP,1116,525,9.17,internal,8080,xlsx,upload,0
2025-02-07 22:36:28,10.211.42.13,10.88.176.239,UDP,2793,2736,4.12,internal,22,exe,download,0
2025-01-26 21:11:53,152.15.226.169,10.137.7.148,ICMP,4596,2184,9.07,internal,21,csv,download,0
2025-02-13 01:33:40,172.29.90.106,138.74.199.75,UDP,93016,266,97.24,external,25,zip,upload,1
2025-04-06 16:18:58,10.180.234.40,44.153.178.186,UDP,24657,246,61.29,external,25,zip,upload,1
2025-04-07 18:56:09,10.238.120.90,2.188.49.238,TCP,83884,499,112.32,external,21,zip,upload,1
2025-01-17 05:10:10,91.76.62.21,183.38.91.247,TCP,48311,258,166.77,external,22,zip,upload,1
2025-01-25 10:41:38,223.130.225.124,1.28.43.78,UDP,1939,1412,0.52,internal,22,xlsx,upload,0
2025-04-18 00:01:37,172.17.241.214,156.164.4.253,UDP,43321,441,100.93,external,22,zip,upload,1
2025-02-13 09:43:19,93.255.38.110,192.168.28.7,TCP,4968,1080,2.62,internal,3306,docx,download,0
2025-03-15 15:37:39,194.10.103.167,135.200.198.246,ICMP,60377,49,55.15,external,443,zip,upload,1
2025-01-14 04:31:30,192.168.20.86,172.26.201.112,TCP,2398,1415,3.01,internal,80,csv,upload,0
2025-02-10 01:06:02,87.113.134.47,172.24.88.26,TCP,4864,230,7.71,internal,443,csv,download,0
2025-02-10 09:21:27,10.35.200.253,107.113.4.8,ICMP,98092,233,136.65,external,22,zip,upload,1
2025-04-13 17:15:02,192.168.149.94,192.168.48.150,UDP,1265,1868,9.62,internal,443,pdf,download,0
2025-04-08 21:14:01,10.61.184.254,221.31.129.22,TCP,68927,358,83.89,external,22,zip,upload,1
2025-03-09 00:12:42,192.168.118.103,218.91.15.51,ICMP,28427,146,158.64,external,21,zip,upload,1
2025-02-27 12:27:14,172.26.172.121,164.110.180.75,ICMP,14922,368,34.31,external,22,zip,upload,1
2025-01-12 06:34:08,172.29.145.9,166.164.79.104,TCP,4813,1198,5.29,internal,8080,docx,upload,0
2025-01-17 06:07:20,192.168.72.237,192.168.148.218,UDP,4595,1945,7.35,internal,22,zip,download,0
2025-03-10 13:42:26,10.32.103.105,125.93.29.204,ICMP,87810,174,132.38,external,25,zip,upload,1
2025-03-22 20:21:38,172.26.207.236,10.169.73.222,TCP,3539,2850,5.64,internal,21,pdf,upload,0
2025-04-22 16:25:03,172.23.173.34,167.127.52.14,TCP,2036,1465,2.59,internal,443,csv,upload,0
2025-04-24 03:43:03,192.168.185.162,123.190.238.140,TCP,4786,1766,1.61,internal,21,xlsx,upload,0
2025-01-26 00:27:05,172.21.96.187,60.32.62.137,TCP,77468,148,122.04,external,443,zip,upload,1
2025-02-04 04:07:00,192.168.121.111,192.168.33.82,TCP,2871,829,8.36,internal,21,docx,download,0
2025-03-21 16:58:19,172.27.138.79,10.178.88.1,UDP,2459,2731,7.91,internal,80,zip,download,0
2025-01-05 08:44:03,10.26.118.144,87.218.154.125,ICMP,55303,307,94.72,external,443,zip,upload,1
2025-04-05 14:35:49,172.17.150.77,10.228.118.63,TCP,3811,1393,6.48,internal,25,csv,upload,0
2025-04-21 04:52:52,10.115.28.65,10.223.49.220,TCP,2562,805,2.78,internal,8080,csv,download,0
2025-01-22 00:55:00,21.48.212.254,172.16.209.188,UDP,103,153,3.42,internal,443,pdf,upload,0
2025-04-15 19:30:59,192.168.4.209,10.219.46.135,ICMP,761,306,2.15,internal,443,xlsx,download,0
2025-03-17 04:28:28,10.20.249.243,41.246.217.138,TCP,25768,251,137.73,external,3306,zip,upload,1
2025-04-24 16:05:40,192.168.119.14,191.253.107.236,UDP,1656,877,6.4,internal,80,csv,download,0
2025-04-26 18:36:45,10.227.239.185,172.17.38.63,TCP,3419,2536,1.06,internal,21,xlsx,upload,0
2025-04-30 07:58:16,172.20.183.170,92.98.236.140,UDP,22731,122,71.29,external,80,zip,upload,1
2025-02-04 13:41:50,172.28.80.224,10.55.64.142,UDP,3874,838,8.83,internal,443,docx,download,0
2025-04-10 12:53:54,10.105.61.105,130.134.190.94,TCP,30483,369,60.71,external,25,zip,upload,1
2025-03-31 22:31:54,192.168.189.103,190.138.44.111,TCP,54802,17,151.56,external,25,zip,upload,1
2025-02-15 22:08:39,10.14.149.51,56.148.180.226,TCP,10804,191,55.46,external,80,zip,upload,1
2025-03-29 07:37:56,172.23.196.75,210.36.127.180,TCP,77503,402,128.62,external,80,zip,upload,1
2025-02-20 21:14:18,172.18.195.36,172.28.210.114,ICMP,375,1801,3.17,internal,25,exe,download,0
2025-02-22 01:56:31,172.18.65.168,192.168.171.69,TCP,2515,2788,6.33,internal,22,xlsx,upload,0
2025-03-15 21:55:29,55.29.63.110,144.166.236.83,ICMP,27569,121,123.69,external,22,zip,upload,1
2025-02-15 18:07:29,20.231.164.29,9.170.97.219,ICMP,82215,130,66.22,external,22,zip,upload,1
2025-04-26 20:20:15,140.82.76.63,58.28.204.75,ICMP,56788,226,51.74,external,21,zip,upload,1
2025-01-04 18:33:03,192.168.161.192,10.9.1.49,ICMP,2611,2656,7.3,internal,25,exe,download,0
2025-04-10 03:34:56,10.245.215.158,215.18.193.135,UDP,90638,116,34.62,external,3306,zip,upload,1
2025-03-10 08:39:46,10.200.158.47,192.168.220.9,ICMP,171,2319,1.65,internal,3306,pdf,upload,0
2025-02-17 21:43:45,41.209.122.154,192.168.179.201,TCP,3696,2661,3.71,internal,80,exe,upload,0
2025-01-02 09:38:24,134.151.156.15,192.168.196.95,TCP,329,721,1.88,internal,25,docx,download,0
2025-03-01 14:33:37,129.178.48.118,180.236.212.180,UDP,1026,2992,1.44,internal,80,zip,upload,0
2025-02-25 17:31:34,172.26.156.59,210.169.77.19,UDP,79870,195,26.16,external,21,zip,upload,1
2025-02-11 13:51:45,10.156.201.243,13.102.204.142,ICMP,26614,260,170.17,external,3306,zip,upload,1
2025-04-24 03:52:35,99.119.95.165,10.205.88.177,ICMP,2330,2994,6.5,internal,21,zip,download,0
2025-03-04 05:03:28,10.25.59.184,81.143.140.44,TCP,50761,19,175.43,external,22,zip,upload,1
2025-03-23 04:07:03,10.122.134.45,132.127.11.248,ICMP,63167,351,57.4,external,443,zip,upload,1
2025-04-12 05:01:06,172.22.164.85,158.16.105.207,TCP,3542,2401,9.07,internal,80,csv,download,0
2025-03-30 21:35:54,39.89.19.217,207.210.20.116,UDP,800,1517,4.13,internal,22,zip,download,0
2025-04-02 07:43:11,182.103.6.234,30.51.64.177,ICMP,20872,248,46.18,external,22,zip,upload,1
2025-03-29 11:35:19,192.168.223.232,10.82.112.252,ICMP,2364,205,1.6,internal,25,csv,download,0
2025-01-28 14:27:19,7.34.255.204,172.31.175.101,UDP,491,2617,2.18,internal,22,exe,download,0
2025-04-06 07:17:08,166.86.245.35,10.21.79.215,ICMP,488,542,1.23,internal,25,xlsx,download,0
2025-01-12 14:34:50,172.20.54.173,70.9.245.33,UDP,88852,398,135.9,external,22,zip,upload,1
2025-04-05 11:06:05,192.168.191.142,156.22.235.239,ICMP,76771,154,72.86,external,3306,zip,upload,1
2025-01-27 16:45:13,10.246.135.48,202.200.160.12,ICMP,36066,121,55.58,external,21,zip,upload,1
2025-04-07 17:51:56,172.21.75.149,192.168.153.52,UDP,1088,2676,3.54,internal,80,xlsx,download,0
2025-01-19 13:44:14,172.24.75.133,172.17.79.202,UDP,3583,258,8.92,internal,8080,csv,upload,0
2025-01-21 12:04:25,172.29.1.155,172.27.198.108,UDP,2572,1986,1.91,internal,443,docx,download,0
2025-04-12 00:18:16,181.123.86.19,111.75.237.247,UDP,13416,167,172.38,external,21,zip,upload,1
2025-01-12 23:07:14,10.157.38.157,42.43.196.100,UDP,40452,321,144.74,external,8080,zip,upload,1
2025-04-13 09:10:58,192.168.175.126,107.117.90.148,UDP,71942,298,21.28,external,8080,zip,upload,1
2025-01-29 18:12:17,192.168.19.5,82.134.179.242,UDP,67720,253,53.44,external,443,zip,upload,1
2025-01-17 11:02:30,192.168.187.105,118.131.34.182,ICMP,3579,1941,2.68,internal,21,docx,upload,0
2025-02-01 22:11:23,10.29.189.243,130.68.212.252,UDP,3454,2012,4.87,internal,21,csv,download,0
2025-04-24 14:30:34,136.95.168.127,182.126.201.140,ICMP,98462,56,68.2,external,80,zip,upload,1
2025-03-13 20:02:21,5.212.102.160,208.190.212.141,TCP,96248,108,21.64,external,21,zip,upload,1
2025-02-05 12:10:14,172.17.245.80,178.164.253.53,ICMP,4724,1538,5.82,internal,21,zip,download,0
2025-01-28 21:05:26,5.160.255.78,192.168.50.32,ICMP,4387,820,8.03,internal,21,zip,download,0
2025-03-14 01:53:23,172.22.0.78,170.212.171.61,UDP,1978,2499,9.17,internal,80,csv,upload,0
2025-04-06 16:21:25,218.130.188.63,21.158.103.210,TCP,675,306,3.81,internal,25,exe,upload,0
2025-01-27 02:25:41,15.161.177.220,47.9.210.228,TCP,82958,463,157.6,external,25,zip,upload,1
2025-01-23 02:53:02,192.154.196.116,10.24.90.144,UDP,4786,387,0.57,internal,22,pdf,upload,0
2025-04-26 18:42:38,10.101.93.177,10.150.144.254,ICMP,352,1172,2.24,internal,3306,zip,upload,0
2025-01-06 02:00:04,10.118.91.61,183.165.36.170,ICMP,86114,486,55.66,external,443,zip,upload,1
2025-01-03 20:37:55,10.74.68.171,115.61.233.101,TCP,468,2192,5.69,internal,3306,xlsx,upload,0
2025-01-12 05:11:53,172.23.209.83,192.168.68.34,ICMP,913,2534,1.63,internal,443,zip,download,0
2025-03-01 09:48:40,172.17.185.241,10.34.149.1,ICMP,1809,1428,4.19,internal,80,zip,download,0
2025-02-25 10:03:36,10.15.247.42,172.16.53.98,ICMP,4742,1437,3.77,internal,22,pdf,upload,0
