device_id,device_type,file_accessed,action,port_used,manufacturer_id,access_duration_sec,file_size_kb,os_alert_flag,is_encrypted,is_malicious
ee38d0ec,network_adapter,zip,scan,type_c_port,VID_ABCD,1.15,4741,1,0,0
7d2d73a4,charging_only,sh,encrypt,type_c_port,VID_FAKE,8.74,2084,0,0,0
a1e678fc,network_adapter,dll,auto_run,front_usb,VID_EF01,0.06,11039,1,0,1
3112db9c,network_adapter,zip,write,back_usb,VID_FAKE,1.02,1322,0,0,0
20b3903c,keyboard_emulator,dll,encrypt,back_usb,VID_EF01,3.72,27926,1,0,1
30fde16c,mass_storage,py,auto_run,type_c_port,VID_4321,1.08,43239,1,1,1
79e29f57,unknown_device,py,scan,hub_usb,VID_1234,0.14,2256,0,0,0
1506c185,charging_only,sh,read,back_usb,VID_EF01,0.14,2140,1,0,0
27314d64,keyboard_emulator,exe,scan,front_usb,VID_EF01,5.17,39099,1,0,1
9362b302,unknown_device,jpg,encrypt,hub_usb,VID_ABCD,4.75,1092,0,0,0
5c5cbed9,network_adapter,pdf,execute,hub_usb,VID_1234,1.07,1985,0,0,0
be5c6655,unknown_device,dll,encrypt,front_usb,VID_EF01,2.49,1314,0,0,0
aa2bc415,keyboard_emulator,pdf,encrypt,front_usb,VID_1234,0.77,4377,0,0,0
4b3058b0,keyboard_emulator,py,read,type_c_port,VID_4321,5.85,36348,0,0,1
953626e4,charging_only,pdf,encrypt,back_usb,VID_4321,1.9,17385,1,0,1
c74dc849,mass_storage,sh,scan,back_usb,VID_1234,0.08,936,1,0,0
a9622ec8,network_adapter,mp3,auto_run,type_c_port,VID_FAKE,0.36,2311,0,0,0
a493abef,charging_only,jpg,read,back_usb,VID_1234,0.25,24875,0,0,1
17111aa3,charging_only,mp3,execute,back_usb,VID_EF01,1.49,26214,1,1,1
0b2c6b89,network_adapter,dll,scan,hub_usb,VID_ABCD,0.09,2982,0,0,0
86729135,network_adapter,zip,write,type_c_port,VID_1234,1.31,3538,0,0,0
bb52699e,charging_only,sh,encrypt,back_usb,VID_4321,0.64,32004,1,0,1
06fe643d,unknown_device,zip,execute,hub_usb,VID_EF01,4.57,22888,1,0,1
8d4bedfc,network_adapter,exe,execute,back_usb,VID_4321,0.16,849,0,0,0
0c3a4fff,network_adapter,jpg,execute,front_usb,VID_1234,1.07,1987,0,0,0
4b442b31,mass_storage,sh,auto_run,hub_usb,VID_1234,2.84,13132,1,0,1
2b2d58bb,unknown_device,dll,write,type_c_port,VID_FAKE,1.17,4731,0,0,0
d1b33452,mass_storage,dll,scan,hub_usb,VID_1234,0.54,4017,0,0,0
33d09a2c,keyboard_emulator,docx,write,type_c_port,VID_FAKE,0.88,36,0,0,0
b5fc92e4,charging_only,docx,execute,back_usb,VID_EF01,4.26,4760,0,0,0
98c579e1,keyboard_emulator,sh,encrypt,back_usb,VID_ABCD,0.81,34483,0,0,1
5710bbd3,unknown_device,pdf,encrypt,front_usb,VID_FAKE,0.66,1550,0,0,0
132866a2,unknown_device,docx,encrypt,front_usb,VID_EF01,5.8,41740,1,0,1
fcb6b5e7,unknown_device,jpg,execute,type_c_port,VID_EF01,1.44,1645,0,0,0
2559582c,mass_storage,pdf,write,front_usb,VID_1234,2.81,4008,0,0,0
d957d381,network_adapter,pdf,auto_run,type_c_port,VID_1234,1.97,2145,0,0,0
e15dff58,network_adapter,docx,read,front_usb,VID_4321,6.02,1454,1,0,1
3b7f6dee,charging_only,py,read,front_usb,VID_ABCD,0.01,2343,0,0,0
3745813c,keyboard_emulator,py,scan,front_usb,VID_1234,2.08,36,0,0,0
d6e3c619,mass_storage,mp3,encrypt,front_usb,VID_ABCD,1.36,3417,0,0,0
ee601c13,network_adapter,dll,auto_run,hub_usb,VID_4321,3.39,3713,0,0,0
f7349a3d,mass_storage,jpg,write,back_usb,VID_4321,0.79,15108,1,0,1
f31f678c,mass_storage,bat,encrypt,back_usb,VID_ABCD,1.28,2085,1,0,0
472c0c71,mass_storage,dll,execute,back_usb,VID_1234,9.13,49542,1,1,1
27e1a3dd,network_adapter,sh,scan,type_c_port,VID_EF01,0.22,4800,0,0,0
05145e11,keyboard_emulator,zip,read,front_usb,VID_ABCD,16.36,16214,0,0,1
79a5e35b,unknown_device,bat,auto_run,hub_usb,VID_EF01,13.96,41129,1,0,1
092ceb91,keyboard_emulator,jpg,auto_run,hub_usb,VID_1234,0.1,1460,1,0,0
85a4c77a,unknown_device,sh,execute,hub_usb,VID_EF01,1.03,3799,1,0,0
35365c22,mass_storage,dll,read,front_usb,VID_ABCD,5.52,29380,1,0,1
6e3d88c7,charging_only,zip,execute,type_c_port,VID_FAKE,2.59,1932,0,0,0
b3bb9f91,charging_only,mp3,write,back_usb,VID_1234,1.13,3854,0,0,0
b0d5fe28,keyboard_emulator,jpg,auto_run,back_usb,VID_1234,0.37,2616,0,0,0
5350c2c1,unknown_device,dll,scan,front_usb,VID_1234,2.98,4616,0,0,0
4c353e26,mass_storage,py,encrypt,front_usb,VID_ABCD,7.54,4396,1,0,1
1583fce9,charging_only,pdf,read,back_usb,VID_4321,6.21,21719,1,1,1
5d855b67,keyboard_emulator,dll,scan,back_usb,VID_EF01,11.04,37725,1,1,1
d177b462,network_adapter,py,encrypt,type_c_port,VID_EF01,1.46,4933,0,0,0
9fc3d822,mass_storage,zip,write,back_usb,VID_4321,2.31,24958,1,0,1
e99ef68f,network_adapter,pdf,read,back_usb,VID_1234,0.99,47888,1,0,1
fedae052,charging_only,mp3,read,back_usb,VID_FAKE,0.2,3747,0,0,0
9d49e38d,network_adapter,dll,encrypt,type_c_port,VID_FAKE,3.28,2944,0,0,0
dc92798e,unknown_device,exe,write,back_usb,VID_EF01,5.37,15016,1,1,1
e65bf377,network_adapter,bat,execute,front_usb,VID_FAKE,1.49,9385,1,0,1
e661a151,unknown_device,docx,execute,front_usb,VID_4321,3.21,46165,1,1,1
4ca44475,unknown_device,py,auto_run,back_usb,VID_4321,0.64,15554,1,0,1
c6bd26c6,keyboard_emulator,bat,execute,type_c_port,VID_ABCD,0.42,46080,0,1,1
7b30e981,unknown_device,docx,encrypt,front_usb,VID_1234,1.23,4399,0,0,0
1aaa651c,unknown_device,zip,auto_run,front_usb,VID_EF01,0.9,1785,0,0,0
7cffc3fe,mass_storage,sh,read,back_usb,VID_EF01,0.09,1312,0,0,0
c8bb6cd1,charging_only,py,write,hub_usb,VID_1234,3.18,31928,1,0,1
60423712,network_adapter,mp3,execute,type_c_port,VID_4321,4.7,3672,0,0,0
8687b92e,mass_storage,pdf,scan,type_c_port,VID_4321,0.51,1144,0,0,0
6321b702,charging_only,exe,read,type_c_port,VID_EF01,0.29,2618,0,0,0
62f6d4c0,mass_storage,sh,write,hub_usb,VID_FAKE,21.06,8106,1,0,1
e63f3a7f,mass_storage,py,auto_run,back_usb,VID_4321,0.67,3537,0,0,0
a55b0859,network_adapter,zip,execute,type_c_port,VID_FAKE,1.96,4799,0,0,0
2e3fa715,network_adapter,docx,encrypt,type_c_port,VID_ABCD,0.71,3099,0,0,0
804b6a92,charging_only,mp3,write,back_usb,VID_ABCD,2.67,2717,0,0,0
7e00411e,unknown_device,docx,scan,front_usb,VID_4321,6.82,46884,0,0,1
ae2da44e,keyboard_emulator,pdf,write,back_usb,VID_EF01,1.95,2942,0,0,0
35d400e8,mass_storage,mp3,encrypt,back_usb,VID_FAKE,0.13,1633,0,0,0
32850eb2,charging_only,exe,auto_run,front_usb,VID_1234,3.42,10511,1,1,1
778bf70c,mass_storage,pdf,read,front_usb,VID_FAKE,7.05,911,1,0,1
2768ce21,keyboard_emulator,docx,auto_run,hub_usb,VID_ABCD,0.68,1068,0,0,0
5dee3f5e,mass_storage,docx,write,hub_usb,VID_FAKE,5.46,21717,1,0,1
16fe8550,mass_storage,jpg,scan,hub_usb,VID_4321,1.02,2317,0,0,0
ed8aa9c0,keyboard_emulator,exe,auto_run,back_usb,VID_ABCD,0.0,1661,0,0,0
3122680e,mass_storage,docx,auto_run,back_usb,VID_EF01,4.03,49375,1,0,1
2f85564c,mass_storage,pdf,scan,back_usb,VID_ABCD,0.45,114,0,0,0
07792e8c,unknown_device,mp3,execute,back_usb,VID_EF01,10.07,891,0,0,0
daca385b,unknown_device,docx,execute,front_usb,VID_FAKE,1.4,1540,0,0,0
22bcb4ce,charging_only,dll,execute,front_usb,VID_1234,0.7,1808,0,0,0
485a2702,charging_only,mp3,scan,back_usb,VID_ABCD,5.7,3723,0,0,0
1bcc4678,mass_storage,docx,read,back_usb,VID_EF01,4.86,266,0,0,0
69f4edb2,keyboard_emulator,docx,read,hub_usb,VID_EF01,4.26,1170,1,0,0
ed7ed79d,mass_storage,dll,write,back_usb,VID_1234,1.12,294,0,0,0
be113ac6,mass_storage,pdf,write,back_usb,VID_FAKE,0.43,2095,0,0,0
8d303205,unknown_device,bat,write,back_usb,VID_1234,4.69,18920,0,0,1
57719f56,network_adapter,zip,write,hub_usb,VID_1234,0.37,2945,0,0,0
393a93a4,mass_storage,bat,execute,type_c_port,VID_4321,1.54,4043,0,0,0
456df6a6,unknown_device,jpg,read,type_c_port,VID_FAKE,0.99,4599,0,0,0
4bf22d4d,charging_only,jpg,execute,front_usb,VID_ABCD,4.85,9775,0,0,1
098c24fe,keyboard_emulator,jpg,execute,hub_usb,VID_ABCD,1.25,1734,0,0,0
21c0819b,mass_storage,exe,write,back_usb,VID_ABCD,1.62,2910,0,0,0
ebc8ff3a,unknown_device,exe,encrypt,hub_usb,VID_4321,1.13,22202,1,1,1
cb79b730,unknown_device,exe,read,hub_usb,VID_ABCD,1.75,29031,0,0,1
c2c292c9,unknown_device,mp3,read,hub_usb,VID_1234,2.27,2968,0,0,0
66147b5b,keyboard_emulator,zip,auto_run,hub_usb,VID_4321,3.43,22446,0,0,1
be00fda4,network_adapter,dll,write,type_c_port,VID_EF01,0.63,2219,0,0,0
789978c8,charging_only,jpg,auto_run,front_usb,VID_FAKE,12.95,29189,1,0,1
1cdfa0dc,mass_storage,bat,execute,front_usb,VID_ABCD,1.02,22667,1,0,1
44e2e01c,network_adapter,dll,auto_run,front_usb,VID_FAKE,7.1,39145,1,1,1
e914d397,keyboard_emulator,dll,auto_run,back_usb,VID_EF01,0.25,3330,0,0,0
76be1158,mass_storage,dll,auto_run,type_c_port,VID_4321,2.82,756,0,0,0
d006a65c,unknown_device,bat,auto_run,back_usb,VID_ABCD,11.29,5060,0,0,1
ecdd022c,keyboard_emulator,mp3,execute,back_usb,VID_EF01,1.74,4927,0,0,0
c110ea7d,mass_storage,mp3,execute,back_usb,VID_FAKE,13.39,14104,1,1,1
139c29e0,keyboard_emulator,jpg,execute,hub_usb,VID_ABCD,1.14,878,0,0,1
9167f2a9,keyboard_emulator,py,execute,front_usb,VID_EF01,1.11,1744,0,0,0
d5eeb1b2,mass_storage,py,encrypt,hub_usb,VID_1234,6.3,8289,1,0,1
a2ba7002,keyboard_emulator,py,execute,back_usb,VID_4321,1.75,1370,0,0,0
5c5e9efe,unknown_device,dll,scan,back_usb,VID_ABCD,6.85,642,0,0,0
c0686744,network_adapter,pdf,execute,type_c_port,VID_ABCD,2.82,1225,0,0,0
ec252726,keyboard_emulator,py,write,hub_usb,VID_EF01,0.03,14451,1,1,1
27219a8d,charging_only,bat,encrypt,type_c_port,VID_ABCD,2.01,2924,0,0,0
9bc249d4,charging_only,bat,scan,hub_usb,VID_ABCD,1.81,42622,0,0,1
0d500bf0,keyboard_emulator,dll,execute,type_c_port,VID_1234,1.81,1533,0,0,0
6c89f3aa,keyboard_emulator,py,write,back_usb,VID_4321,0.36,303,0,0,0
ffdbcc19,charging_only,docx,write,type_c_port,VID_EF01,0.23,49,0,0,0
cb9d9836,unknown_device,mp3,scan,type_c_port,VID_FAKE,1.37,58,0,0,0
0b974225,mass_storage,pdf,read,back_usb,VID_EF01,1.48,685,0,0,0
e7144332,network_adapter,bat,encrypt,front_usb,VID_EF01,5.6,41815,1,0,1
6ed2946c,unknown_device,dll,execute,hub_usb,VID_EF01,0.06,856,0,0,0
3ebc07a1,network_adapter,exe,scan,hub_usb,VID_FAKE,1.54,130,0,0,0
bd8d5177,keyboard_emulator,bat,execute,type_c_port,VID_EF01,4.74,22840,1,0,1
95bd99fd,charging_only,py,encrypt,type_c_port,VID_ABCD,4.66,1467,0,0,0
20dac50f,network_adapter,exe,execute,back_usb,VID_ABCD,0.61,3667,0,0,0
4b5158d3,network_adapter,py,execute,type_c_port,VID_FAKE,0.1,4580,0,0,0
c3c974a6,network_adapter,docx,scan,front_usb,VID_1234,1.53,344,0,0,0
4ef19b5b,network_adapter,dll,execute,type_c_port,VID_4321,1.51,4043,1,0,0
b9c26df3,charging_only,sh,write,type_c_port,VID_FAKE,4.29,43198,1,0,1
43ea03f5,keyboard_emulator,docx,read,back_usb,VID_EF01,4.95,46689,0,0,1
d40d7cb0,network_adapter,zip,auto_run,hub_usb,VID_4321,10.63,34725,0,1,1
f6c06b9c,keyboard_emulator,bat,read,type_c_port,VID_EF01,6.89,262,0,0,0
8e13479e,unknown_device,py,read,hub_usb,VID_ABCD,2.31,41209,1,0,1
1e0eb8a3,charging_only,exe,execute,type_c_port,VID_1234,1.89,4927,0,0,0
246d54a3,network_adapter,dll,scan,hub_usb,VID_4321,2.33,2418,0,0,0
645cab72,keyboard_emulator,py,write,hub_usb,VID_1234,1.49,4877,1,0,0
864b0402,network_adapter,zip,write,hub_usb,VID_ABCD,1.43,3535,0,0,0
da0b0b51,network_adapter,pdf,execute,back_usb,VID_4321,0.35,4849,0,0,0
e1b55554,keyboard_emulator,jpg,read,front_usb,VID_EF01,5.9,1099,0,0,0
e1209300,keyboard_emulator,pdf,read,hub_usb,VID_ABCD,13.39,15024,1,1,1
07da675b,mass_storage,dll,auto_run,hub_usb,VID_FAKE,1.28,3693,0,0,0
7a2cbc56,unknown_device,docx,encrypt,back_usb,VID_4321,2.45,946,0,0,0
598da132,charging_only,zip,write,back_usb,VID_ABCD,0.24,33078,1,0,1
a94fc329,network_adapter,py,read,front_usb,VID_FAKE,3.34,9993,1,1,1
1222bfeb,mass_storage,pdf,encrypt,back_usb,VID_4321,5.34,6226,1,0,1
38950f92,keyboard_emulator,jpg,encrypt,front_usb,VID_FAKE,3.78,1270,0,0,0
96823a89,network_adapter,exe,auto_run,back_usb,VID_ABCD,6.96,15817,1,1,1
054d4283,network_adapter,exe,read,hub_usb,VID_FAKE,2.17,539,0,0,1
cb475fef,keyboard_emulator,jpg,encrypt,type_c_port,VID_ABCD,2.93,3147,0,0,0
5b313660,charging_only,mp3,scan,hub_usb,VID_1234,2.51,604,0,0,0
85f1be75,keyboard_emulator,mp3,write,hub_usb,VID_1234,3.76,2649,0,0,0
7b66926d,charging_only,pdf,execute,back_usb,VID_4321,0.32,4515,0,0,0
834aa7df,unknown_device,py,write,hub_usb,VID_4321,0.79,3324,0,0,0
d50fccf7,network_adapter,jpg,read,type_c_port,VID_FAKE,0.65,2567,0,0,0
1c969dd2,unknown_device,mp3,execute,hub_usb,VID_ABCD,0.92,22025,1,0,1
a0d5b83c,charging_only,docx,encrypt,type_c_port,VID_1234,0.0,2873,0,0,0
632928fd,mass_storage,bat,auto_run,hub_usb,VID_ABCD,1.8,2499,0,0,0
a42e2802,charging_only,mp3,scan,back_usb,VID_4321,0.46,23999,1,0,1
0defb440,network_adapter,jpg,write,front_usb,VID_4321,0.39,4759,0,0,0
7bde1683,unknown_device,mp3,auto_run,back_usb,VID_ABCD,0.03,1061,0,0,0
cd421124,mass_storage,sh,execute,front_usb,VID_ABCD,0.78,32181,1,0,1
28de893f,network_adapter,sh,auto_run,hub_usb,VID_4321,1.1,4408,0,0,0
2c735290,unknown_device,zip,write,hub_usb,VID_1234,3.31,22682,1,1,1
74099b47,unknown_device,sh,scan,hub_usb,VID_4321,8.54,4186,0,0,1
130da59f,charging_only,pdf,encrypt,back_usb,VID_4321,0.27,1068,0,0,0
b2b58767,keyboard_emulator,dll,execute,type_c_port,VID_1234,1.96,2516,0,0,0
8454feda,unknown_device,zip,read,back_usb,VID_FAKE,1.89,748,0,0,0
d18763cd,charging_only,pdf,read,front_usb,VID_1234,13.26,32582,1,0,1
a171c504,unknown_device,zip,write,front_usb,VID_4321,1.17,31764,0,0,1
8c8345b5,network_adapter,docx,execute,type_c_port,VID_ABCD,1.47,3449,0,0,0
21d07a35,mass_storage,zip,auto_run,back_usb,VID_ABCD,2.33,19744,1,0,1
2376002f,network_adapter,py,scan,hub_usb,VID_EF01,3.28,385,0,0,0
5bfff810,charging_only,zip,execute,back_usb,VID_1234,3.99,1384,0,0,0
3b8359f7,network_adapter,docx,auto_run,back_usb,VID_1234,0.77,6002,1,0,1
8f5f3d0f,keyboard_emulator,sh,auto_run,type_c_port,VID_EF01,1.92,4828,0,0,0
1b78b97f,charging_only,exe,read,front_usb,VID_ABCD,1.11,2588,1,0,0
07ad08ae,network_adapter,pdf,write,hub_usb,VID_1234,2.02,4476,0,0,0
0dffac13,unknown_device,pdf,encrypt,front_usb,VID_4321,1.8,6392,0,0,1
80bdd5b7,network_adapter,zip,execute,type_c_port,VID_ABCD,0.17,4480,0,0,0
05adfe19,network_adapter,sh,encrypt,hub_usb,VID_4321,0.77,3314,0,0,0
252fafb9,charging_only,bat,read,type_c_port,VID_4321,0.52,3630,0,0,0
0b86c62e,unknown_device,mp3,scan,front_usb,VID_EF01,1.59,2482,0,0,0
2ba9c840,mass_storage,jpg,read,hub_usb,VID_4321,1.03,4984,0,0,0
5a3f8bbe,mass_storage,bat,scan,hub_usb,VID_FAKE,5.98,1192,0,0,0
a1ee924c,network_adapter,docx,read,front_usb,VID_4321,1.98,14257,1,0,1
31ee4944,keyboard_emulator,sh,write,front_usb,VID_4321,2.31,1430,0,0,0
5b8dbf21,keyboard_emulator,jpg,encrypt,back_usb,VID_FAKE,2.4,4623,0,0,0
f6cc4ee8,network_adapter,py,write,hub_usb,VID_1234,7.67,63,0,0,0
e7073b83,mass_storage,bat,scan,type_c_port,VID_ABCD,1.24,553,0,0,0
ba3cb958,charging_only,zip,read,front_usb,VID_EF01,1.08,3021,0,0,0
f223c270,network_adapter,bat,write,hub_usb,VID_4321,0.88,2148,0,0,0
160891e0,network_adapter,dll,encrypt,hub_usb,VID_4321,0.41,2458,0,0,0
d1bdae01,keyboard_emulator,exe,read,hub_usb,VID_4321,2.04,26840,0,0,1
fa3fc467,unknown_device,docx,auto_run,front_usb,VID_FAKE,0.94,1171,1,0,1
bdacec3a,keyboard_emulator,mp3,read,type_c_port,VID_FAKE,3.23,2674,0,0,0
c0675bf0,keyboard_emulator,jpg,encrypt,back_usb,VID_EF01,1.65,3871,0,0,0
737f4bc3,unknown_device,sh,read,type_c_port,VID_EF01,0.55,1513,0,0,0
ac744b3c,network_adapter,dll,scan,hub_usb,VID_EF01,1.29,4974,0,0,0
43ae74e3,mass_storage,jpg,auto_run,front_usb,VID_4321,2.82,733,0,0,0
b76060c0,keyboard_emulator,zip,auto_run,type_c_port,VID_FAKE,0.37,4497,1,0,0
b1482568,mass_storage,pdf,execute,type_c_port,VID_4321,3.55,2869,0,0,0
fe37eb4e,charging_only,jpg,scan,type_c_port,VID_4321,6.04,580,0,0,0
30d4813c,mass_storage,zip,read,back_usb,VID_4321,3.84,30224,1,1,1
4dc41f00,unknown_device,exe,execute,type_c_port,VID_FAKE,2.6,36156,1,0,1
41e839bc,unknown_device,sh,encrypt,hub_usb,VID_ABCD,4.75,27,0,0,0
5ca22ed4,mass_storage,pdf,read,back_usb,VID_FAKE,5.63,2867,1,0,1
e1e8a9fe,mass_storage,mp3,read,back_usb,VID_1234,9.43,45827,1,0,1
ff61fcba,network_adapter,jpg,scan,back_usb,VID_1234,12.69,31219,1,0,1
e59019c6,mass_storage,jpg,read,front_usb,VID_ABCD,4.04,1478,0,0,0
a1817598,mass_storage,sh,execute,type_c_port,VID_FAKE,0.94,4253,0,0,0
dc623c33,unknown_device,sh,write,hub_usb,VID_1234,1.01,4488,0,0,0
3210a04a,charging_only,bat,write,front_usb,VID_ABCD,1.86,6510,0,1,1
7ddd1a4a,charging_only,docx,auto_run,front_usb,VID_EF01,3.03,2238,0,0,0
1e9ee101,network_adapter,py,encrypt,front_usb,VID_1234,1.89,1995,0,0,0
6e0c164f,network_adapter,exe,execute,type_c_port,VID_ABCD,2.07,1716,0,0,0
6e5af8d2,charging_only,bat,scan,type_c_port,VID_1234,3.27,28849,0,1,1
ea3c2b29,network_adapter,bat,scan,back_usb,VID_EF01,8.19,10712,1,1,1
1eb77cd7,keyboard_emulator,exe,execute,hub_usb,VID_1234,5.94,2926,0,0,0
782790fc,network_adapter,jpg,encrypt,type_c_port,VID_1234,0.16,4658,0,0,0
30e729f2,unknown_device,dll,write,front_usb,VID_4321,4.66,11703,1,0,1
642b3ad2,charging_only,jpg,scan,hub_usb,VID_ABCD,18.26,31376,1,1,1
f2c516f3,mass_storage,bat,auto_run,front_usb,VID_4321,4.32,35832,1,0,1
a5b2476f,unknown_device,zip,auto_run,hub_usb,VID_ABCD,1.75,22066,0,1,1
ae079e59,mass_storage,exe,execute,hub_usb,VID_ABCD,0.85,1863,0,0,0
c2490c6e,keyboard_emulator,docx,auto_run,back_usb,VID_1234,1.28,2649,0,0,0
d79a2141,keyboard_emulator,pdf,read,type_c_port,VID_4321,7.78,12441,1,0,1
235a4a40,charging_only,dll,encrypt,back_usb,VID_ABCD,2.15,1724,1,0,0
54e1a325,mass_storage,sh,auto_run,hub_usb,VID_ABCD,3.61,4060,0,0,0
39560304,unknown_device,pdf,encrypt,type_c_port,VID_4321,0.45,1996,0,0,0
157a9474,mass_storage,bat,encrypt,type_c_port,VID_ABCD,2.98,2784,0,0,0
d8b5cb05,network_adapter,dll,encrypt,hub_usb,VID_EF01,0.92,588,0,0,0
a14d6e93,charging_only,mp3,scan,front_usb,VID_ABCD,2.33,40965,1,0,1
4d0b5a42,charging_only,pdf,auto_run,front_usb,VID_FAKE,5.26,1975,0,0,0
3a30cac0,network_adapter,bat,write,type_c_port,VID_EF01,0.12,2498,0,0,0
942c6370,unknown_device,mp3,write,hub_usb,VID_FAKE,0.65,3342,1,0,0
213b1442,keyboard_emulator,mp3,write,type_c_port,VID_ABCD,2.34,1648,0,0,0
ee5b8962,unknown_device,docx,execute,hub_usb,VID_FAKE,0.4,889,0,0,0
d538274c,charging_only,sh,write,front_usb,VID_1234,4.7,2637,0,0,0
7a3b994a,unknown_device,sh,auto_run,type_c_port,VID_EF01,0.03,3518,0,0,0
fa610c2f,charging_only,zip,auto_run,back_usb,VID_FAKE,1.11,2791,0,0,0
4a6cd9a1,charging_only,mp3,auto_run,back_usb,VID_FAKE,1.73,4527,0,0,0
bf5bbbb5,network_adapter,exe,execute,front_usb,VID_4321,3.28,2682,0,0,0
4bcabeae,unknown_device,mp3,auto_run,back_usb,VID_4321,17.78,19800,1,0,1
9517b151,mass_storage,bat,read,front_usb,VID_FAKE,2.69,3970,0,0,0
88477c12,unknown_device,dll,read,front_usb,VID_ABCD,0.7,3562,0,0,0
ced3b8e3,unknown_device,exe,auto_run,type_c_port,VID_1234,2.58,1771,0,0,0
69ab7e24,mass_storage,pdf,encrypt,front_usb,VID_EF01,2.89,2012,0,0,0
55749cbb,keyboard_emulator,mp3,encrypt,hub_usb,VID_ABCD,2.63,2483,1,1,1
ef14e96a,mass_storage,py,encrypt,type_c_port,VID_1234,0.31,20535,1,0,1
11de5eb3,unknown_device,bat,read,type_c_port,VID_EF01,5.73,2860,0,0,0
6b7fd449,charging_only,docx,scan,back_usb,VID_1234,0.04,34178,1,1,1
86395675,network_adapter,dll,auto_run,front_usb,VID_EF01,0.41,29563,1,0,1
1feff1fd,unknown_device,mp3,read,hub_usb,VID_4321,4.29,456,0,0,0
c59fa547,unknown_device,jpg,auto_run,back_usb,VID_EF01,0.34,4442,0,0,0
73a8bd55,unknown_device,pdf,execute,hub_usb,VID_FAKE,3.33,2091,0,0,0
d9ec4f11,mass_storage,exe,scan,front_usb,VID_1234,0.66,2727,1,0,0
12550cd2,unknown_device,bat,write,type_c_port,VID_ABCD,0.33,2786,0,0,0
2ee4a2c0,network_adapter,dll,write,hub_usb,VID_4321,8.46,31756,1,0,1
2e4c65ad,unknown_device,py,scan,front_usb,VID_FAKE,1.3,3209,0,0,0
bd28d43f,network_adapter,bat,read,back_usb,VID_ABCD,3.22,3115,0,0,1
2913a1ba,unknown_device,py,scan,type_c_port,VID_ABCD,2.83,4059,0,0,0
b4e6e24f,mass_storage,py,read,front_usb,VID_EF01,2.86,4755,0,0,0
8744a2f5,network_adapter,mp3,read,front_usb,VID_EF01,1.67,1579,0,0,0
508e2a17,unknown_device,jpg,auto_run,hub_usb,VID_4321,28.44,26623,1,0,1
4a6cf0fa,charging_only,mp3,read,hub_usb,VID_4321,0.33,3612,0,0,0
1b0cb763,keyboard_emulator,bat,encrypt,hub_usb,VID_FAKE,12.16,27063,1,0,1
bc8f94d3,charging_only,docx,encrypt,type_c_port,VID_1234,1.93,1345,0,0,0
a51d4ad7,keyboard_emulator,docx,execute,hub_usb,VID_1234,4.37,4076,0,0,0
b2d3ac25,keyboard_emulator,pdf,execute,front_usb,VID_ABCD,11.73,49760,1,0,1
bfa49730,network_adapter,docx,auto_run,type_c_port,VID_ABCD,0.27,1985,0,0,0
85e9f068,unknown_device,sh,write,hub_usb,VID_ABCD,1.9,992,0,0,0
74dd4951,network_adapter,bat,scan,type_c_port,VID_4321,4.78,1215,0,0,1
ffb1177e,mass_storage,jpg,encrypt,hub_usb,VID_EF01,1.93,1196,0,0,0
0e0038a0,charging_only,py,auto_run,back_usb,VID_1234,0.07,559,0,0,0
7a736a66,charging_only,py,execute,front_usb,VID_4321,0.83,3481,0,0,0
5545364d,mass_storage,exe,auto_run,type_c_port,VID_ABCD,1.89,19177,1,0,1
36835578,keyboard_emulator,pdf,scan,front_usb,VID_FAKE,0.65,4361,0,0,0
0a37e6e2,unknown_device,sh,scan,type_c_port,VID_FAKE,2.89,2837,0,0,0
34355d5b,unknown_device,dll,encrypt,hub_usb,VID_EF01,1.91,48478,1,1,1
15f1627f,keyboard_emulator,exe,encrypt,hub_usb,VID_EF01,13.38,38645,1,0,1
d88ba38e,network_adapter,dll,read,hub_usb,VID_EF01,2.22,4897,0,0,0
40b05ac8,unknown_device,sh,execute,back_usb,VID_4321,8.57,28188,1,0,1
6dcb745f,keyboard_emulator,dll,scan,hub_usb,VID_FAKE,8.09,39178,1,0,1
2f29138f,mass_storage,exe,encrypt,back_usb,VID_ABCD,1.43,4412,0,0,0
612224cb,charging_only,py,auto_run,back_usb,VID_FAKE,3.44,44128,1,1,1
2ec54cf8,unknown_device,jpg,execute,hub_usb,VID_EF01,0.17,40951,0,0,1
0d367d97,network_adapter,exe,encrypt,type_c_port,VID_EF01,0.52,4167,0,0,0
5d6c6585,mass_storage,exe,read,back_usb,VID_4321,1.48,1272,0,0,0
b8c56582,mass_storage,bat,read,type_c_port,VID_4321,0.89,3277,1,0,1
1bd1a79e,network_adapter,exe,write,front_usb,VID_1234,0.5,3601,1,0,0
eef7f70d,keyboard_emulator,py,auto_run,back_usb,VID_EF01,4.48,10591,1,0,1
f51862f1,mass_storage,py,encrypt,type_c_port,VID_ABCD,5.52,7644,0,0,1
eeb5edce,network_adapter,zip,scan,back_usb,VID_FAKE,3.14,3693,0,0,0
93daa12f,keyboard_emulator,zip,scan,type_c_port,VID_ABCD,16.53,7414,1,0,1
e0091803,keyboard_emulator,mp3,write,hub_usb,VID_FAKE,0.26,2676,1,0,0
14305ff5,unknown_device,exe,auto_run,front_usb,VID_1234,0.74,1229,0,0,0
28cdf2e2,charging_only,sh,write,hub_usb,VID_FAKE,1.18,13735,1,0,1
